feature,federated_mean_abs_shap,CICU_mean_abs_shap,NICU_mean_abs_shap,PICU_mean_abs_shap,SICU_mean_abs_shap
creatinine_first,0.001696477326954284,0.003034505309307916,0.004617444963724176,0.003609013673682723,0.0022803485637359296
care_unit_NICU,0.001676993912540622,0.0022409707627695638,0.005529786342431199,0.001845807800514439,0.0023930093756803312
alt_min,0.0014981043537406146,0.002308730733846316,0.002105123385514517,0.0049718279056703415,0.0030189431139331165
creatinine_trend,0.001282175716219719,0.005309307271430375,0.00147491969187472,0.0036179221627945933,0.002171268870250319
creatinine_mean,0.0012771045681712484,0.0021359528387965864,0.0034037449288603114,0.002617526751144801,0.0018622505701447428
care_unit_General ICU,0.0012747951478148944,0.003363257420784748,0.0022314973546093313,0.002810932958239286,0.0024006657664334993
care_unit_CICU,0.0012511796738694876,0.01091382738101734,0.0015383073028639221,0.0014040890751179738,0.0012918065559230883
symptom_abdominal_distension,0.001191683801574037,0.0021200793908669763,0.003164259003667418,0.001504295189962284,0.002109981376629779
alt_first,0.00109745566558482,0.0028033020900187443,0.0017837923529914444,0.002628111176565303,0.0021200061312357035
symptom_arrhythmia,0.0009922213145700145,0.0028381525957197487,0.0026796507001578596,0.001385716038390036,0.001353963056157597
care_unit_SICU,0.0009769852045204979,0.0017637867288166262,0.0009513361503079714,0.000984130288856617,0.0032088922309004998
had_cardiac_surgery_flag,0.0007589043164000582,0.001503941098467749,0.0011884225082843232,0.002016567366683516,0.0015441231082265515
alt_mean,0.0007573945452079552,0.0013769045279547398,0.001265699280556026,0.0023811994917510857,0.0013530520129612286
symptom_listless,0.0006893687682107247,0.0004862560146343639,0.0007929910880003868,0.0030493120049688094,0.0013787014218747818
symptom_vomiting,0.0006597789707445821,0.0017263155333660054,0.0013095147242931566,0.0010413996329598377,0.0012924701365892683
symptom_cough,0.0006547212340899897,0.003707795400722603,0.0007365206448264795,0.001349920758621465,0.0010477322784137708
care_unit_PICU,0.0006045195905767933,0.0005363336888394201,0.0002912246564849947,0.005052898162023631,0.000505647952245897
symptom_anhelation,0.00052797848055569,0.0007039306477331593,0.0024930176472188715,0.00011447567450327019,0.00032031096683428985
symptom_diarrhea,0.0005084821741034166,0.0013172702830374873,0.0010550883564943282,0.00094188424580688,0.000902114645275984
symptom_phlegm_sound,0.0004667301792634637,0.0034711565419719933,0.0007200100618917038,0.0007257341874965974,0.0004456590688611051
symptom_three_depressions_sign,0.0004420129218095067,0.0004782374595437205,0.0021698178015538655,0.0001329685906983706,0.00021479220305554064
symptom_pharyngeal_red,0.000272270147084877,0.0014407354366776418,0.00034590061309025565,0.000538971792319129,0.00044102279315007243
symptom_skin_jaundice,0.00023651760394672474,0.00012738656566125428,0.0006189921941969487,0.00016444969687234753,0.0005677093280224901
symptom_swelling,0.0002354679877467865,0.0,0.0,0.0027968732816871823,0.0
symptom_cool_extremities,0.00021502113040365703,0.0007761802699662896,0.00036170343445536454,0.000339106781946052,0.00041462397322532734
symptom_rale,0.00019747811448932417,0.0002500956640431013,0.0001300007489962809,0.0,0.0008161188397372241
symptom_erythra,0.00017976669400329902,0.0003362470330521319,0.000377100871731424,0.0005604094735796164,0.0002560149265418197
symptom_moist_rale,0.00013322717445416688,3.09061216516966e-05,0.00026365405271042163,0.0006271554302156801,0.0001757121896690031
symptom_warm_extremities,0.00013078604412665213,0.0022978381363918743,0.0,0.0,0.0
symptom_rebound_tenderness,0.00011383973553280508,0.0,0.0,0.0,0.0005748793031896145
symptom_cyanosis,9.918169038842355e-05,0.00017733862302770826,0.00043827352922073715,8.147637489869692e-05,4.695666928416928e-05
symptom_chest_tightness,5.2173038479028506e-05,2.499179587903199e-05,7.472188799101784e-05,0.00023584896091582457,9.322400244725025e-05
symptom_dry_and_moist_rales,4.099804847794761e-05,0.00010967254758099897,8.94838474094399e-05,7.006818009946215e-05,7.052892949497799e-05
symptom_twitching,1.8677714887184183e-05,0.0,0.00011224374979709258,0.0,0.0
symptom_tenderness,3.1758937011399407e-06,0.0,0.0,0.0,1.6037946235297506e-05
symptom_dysphoria,0.0,0.0,0.0,0.0,0.0
symptom_headache,0.0,0.0,0.0,0.0,0.0
symptom_abdominal_tenderness,0.0,0.0,0.0,0.0,0.0
