column,dtype,n_total,n_missing,missing_pct,n_unique,min,max,mean,median,std,pct_zero,top_values,flags
potassium_trend_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7563,1.0,0.4294,24.4,"{1: 7530, 0: 2427}",
heart_rate_trend,float64,9957,0,0.0,150,-146.0,110.0,-3.0173,-3.0,11.8736,0.6,"{-3.0: 7747, 4.0: 70, -4.0: 69, 0.0: 63, 2.0: 62}",
heart_rate_trend_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.225,0.0,0.4176,77.5,"{0: 7717, 1: 2240}",
resp_rate_trend,float64,9957,0,0.0,68,-62.0,71.0,0.1689,0.0,4.6484,69.9,"{0.0: 6957, 2.0: 380, -2.0: 374, -4.0: 294, 4.0: 259}",
resp_rate_trend_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3546,0.0,0.4784,64.5,"{0: 6426, 1: 3531}",
temperature_trend,float64,9957,0,0.0,78,-5.8,5.7,0.4218,0.4,0.5651,2.3,"{0.4: 6641, 0.0: 226, 0.5: 185, 0.6: 168, 0.7: 167}",
temperature_trend_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3508,0.0,0.4772,64.9,"{0: 6464, 1: 3493}",
spo2_trend,float64,9957,0,0.0,38,-50.0,43.0,-0.0277,0.0,1.2948,93.0,"{0.0: 9259, -1.0: 175, -2.0: 151, 1.0: 80, 2.0: 75}",
spo2_trend_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.1334,0.0,0.34,86.7,"{0: 8629, 1: 1328}",
hr_abnormal_for_age,int64,9957,0,0.0,2,0.0,1.0,0.051,0.0,0.22,94.9,"{0: 9449, 1: 508}",
rr_abnormal_for_age,int64,9957,0,0.0,2,0.0,1.0,0.0443,0.0,0.2057,95.6,"{0: 9516, 1: 441}",
sbp_abnormal_for_age,int64,9957,0,0.0,2,0.0,1.0,0.1426,0.0,0.3497,85.7,"{0: 8537, 1: 1420}",
urine_output_total_ml,float64,9957,0,0.0,131,0.0,2980.0,4.6633,0.0,58.7489,98.1,"{0.0: 9768, 150.0: 5, 200.0: 5, 50.0: 5, 55.0: 5}",
urine_output_per_hour,float64,9957,0,0.0,175,0.0,264.89,0.3054,0.0,4.6531,98.1,"{0.0: 9768, 2.29: 4, 3.58: 3, 2.92: 3, 5.5: 2}",
fluid_input_total_ml,float64,9957,0,0.0,1036,0.0,4830.0,122.9542,0.0,315.2812,79.6,"{0.0: 7930, 540.0: 8, 569.0: 8, 100.0: 7, 330.0: 7}",possible_id_column
fluid_balance_ml,float64,9957,0,0.0,1145,-2980.0,4830.0,118.291,0.0,320.3792,78.0,"{0.0: 7766, 569.0: 8, 850.0: 8, 540.0: 8, 100.0: 7}",possible_id_column
n_vasoactives_24h,int64,9957,0,0.0,7,0.0,6.0,0.3614,0.0,0.8202,76.5,"{0: 7617, 1: 1726, 2: 229, 4: 205, 3: 157}",
vaso_dopamine,int64,9957,0,0.0,2,0.0,1.0,0.055,0.0,0.2281,94.5,"{0: 9409, 1: 548}",
vaso_epinephrine,int64,9957,0,0.0,2,0.0,1.0,0.2105,0.0,0.4077,78.9,"{0: 7861, 1: 2096}",
vaso_norepinephrine,int64,9957,0,0.0,2,0.0,1.0,0.0068,0.0,0.0824,99.3,"{0: 9889, 1: 68}",
vaso_vasopressin,int64,9957,0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,{0: 9957},constant_column|zero_variance
vaso_dobutamine,int64,9957,0,0.0,2,0.0,1.0,0.0379,0.0,0.1909,96.2,"{0: 9580, 1: 377}",
vaso_milrinone,int64,9957,0,0.0,2,0.0,1.0,0.0472,0.0,0.2121,95.3,"{0: 9487, 1: 470}",
n_antibiotics_24h,int64,9957,0,0.0,20,0.0,36.0,0.8475,0.0,1.7332,67.3,"{0: 6699, 1: 1112, 2: 1006, 3: 470, 4: 282}",
n_cultures_24h,int64,9957,0,0.0,60,0.0,115.0,3.6286,2.0,6.2255,15.2,"{1: 3303, 3: 1521, 0: 1518, 2: 1126, 5: 952}",
n_positive_cultures,int64,9957,0,0.0,60,0.0,114.0,2.361,0.0,6.1699,62.2,"{0: 6190, 2: 1507, 3: 640, 1: 570, 4: 112}",
suspected_infection,int64,9957,0,0.0,2,0.0,1.0,0.2559,0.0,0.4364,74.4,"{0: 7409, 1: 2548}",
symptom_fever,int64,9957,0,0.0,2,0.0,1.0,0.0073,0.0,0.0853,99.3,"{0: 9884, 1: 73}",
symptom_cough,int64,9957,0,0.0,2,0.0,1.0,0.0145,0.0,0.1194,98.6,"{0: 9813, 1: 144}",
symptom_rale,int64,9957,0,0.0,2,0.0,1.0,0.0026,0.0,0.051,99.7,"{0: 9931, 1: 26}",
symptom_twitching,int64,9957,0,0.0,2,0.0,1.0,0.0019,0.0,0.0436,99.8,"{0: 9938, 1: 19}",
symptom_cyanosis,int64,9957,0,0.0,2,0.0,1.0,0.0024,0.0,0.049,99.8,"{0: 9933, 1: 24}",
symptom_anhelation,int64,9957,0,0.0,2,0.0,1.0,0.0068,0.0,0.0824,99.3,"{0: 9889, 1: 68}",
symptom_listless,int64,9957,0,0.0,2,0.0,1.0,0.0053,0.0,0.0728,99.5,"{0: 9904, 1: 53}",
symptom_cool_extremities,int64,9957,0,0.0,2,0.0,1.0,0.0015,0.0,0.0388,99.8,"{0: 9942, 1: 15}",
symptom_warm_extremities,int64,9957,0,0.0,2,0.0,1.0,0.0028,0.0,0.053,99.7,"{0: 9929, 1: 28}",
symptom_edema,int64,9957,0,0.0,2,0.0,1.0,0.0016,0.0,0.0401,99.8,"{0: 9941, 1: 16}",
symptom_hemorrhage,int64,9957,0,0.0,2,0.0,1.0,0.0032,0.0,0.0566,99.7,"{0: 9925, 1: 32}",
symptom_dysphoria,int64,9957,0,0.0,2,0.0,1.0,0.0003,0.0,0.0174,100.0,"{0: 9954, 1: 3}",
symptom_diarrhea,int64,9957,0,0.0,2,0.0,1.0,0.0011,0.0,0.0332,99.9,"{0: 9946, 1: 11}",
symptom_skin_jaundice,int64,9957,0,0.0,2,0.0,1.0,0.0035,0.0,0.0592,99.6,"{0: 9922, 1: 35}",
symptom_arrhythmia,int64,9957,0,0.0,2,0.0,1.0,0.002,0.0,0.0448,99.8,"{0: 9937, 1: 20}",
symptom_vomiting,int64,9957,0,0.0,2,0.0,1.0,0.0062,0.0,0.0787,99.4,"{0: 9895, 1: 62}",
symptom_swelling,int64,9957,0,0.0,2,0.0,1.0,0.0018,0.0,0.0425,99.8,"{0: 9939, 1: 18}",
symptom_tenderness,int64,9957,0,0.0,2,0.0,1.0,0.0002,0.0,0.0142,100.0,"{0: 9955, 1: 2}",
symptom_phlegm_sound,int64,9957,0,0.0,2,0.0,1.0,0.0012,0.0,0.0347,99.9,"{0: 9945, 1: 12}",
symptom_three_depressions_sign,int64,9957,0,0.0,2,0.0,1.0,0.0044,0.0,0.0663,99.6,"{0: 9913, 1: 44}",
symptom_abdominal_distension,int64,9957,0,0.0,2,0.0,1.0,0.0039,0.0,0.0625,99.6,"{0: 9918, 1: 39}",
symptom_erythra,int64,9957,0,0.0,2,0.0,1.0,0.0032,0.0,0.0566,99.7,"{0: 9925, 1: 32}",
symptom_anhelation_and_cyanosis,int64,9957,0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,{0: 9957},constant_column|zero_variance
symptom_moist_rale,int64,9957,0,0.0,2,0.0,1.0,0.0019,0.0,0.0436,99.8,"{0: 9938, 1: 19}",
symptom_dry_and_moist_rales,int64,9957,0,0.0,2,0.0,1.0,0.001,0.0,0.0317,99.9,"{0: 9947, 1: 10}",
symptom_infection,int64,9957,0,0.0,2,0.0,1.0,0.0037,0.0,0.0608,99.6,"{0: 9920, 1: 37}",
symptom_pharyngeal_red,int64,9957,0,0.0,2,0.0,1.0,0.0018,0.0,0.0425,99.8,"{0: 9939, 1: 18}",
symptom_headache,int64,9957,0,0.0,2,0.0,1.0,0.002,0.0,0.0448,99.8,"{0: 9937, 1: 20}",
symptom_chest_tightness,int64,9957,0,0.0,2,0.0,1.0,0.001,0.0,0.0317,99.9,"{0: 9947, 1: 10}",
symptom_rebound_tenderness,int64,9957,0,0.0,2,0.0,1.0,0.0002,0.0,0.0142,100.0,"{0: 9955, 1: 2}",
symptom_abdominal_tenderness,int64,9957,0,0.0,2,0.0,1.0,0.0002,0.0,0.0142,100.0,"{0: 9955, 1: 2}",
had_surgery_flag,int64,9957,0,0.0,2,0.0,1.0,0.4864,0.0,0.4998,51.4,"{0: 5114, 1: 4843}",
had_cardiac_surgery_flag,int64,9957,0,0.0,2,0.0,1.0,0.0061,0.0,0.078,99.4,"{0: 9896, 1: 61}",
phoenix_core_score,int64,9957,0,0.0,8,0.0,7.0,0.8497,1.0,1.0991,49.3,"{0: 4908, 1: 2932, 2: 1300, 3: 494, 4: 210}",possible_label_leakage
phoenix_8_score,int64,9957,0,0.0,12,0.0,11.0,2.1574,2.0,1.6928,15.2,"{2: 2478, 1: 2461, 3: 1703, 0: 1512, 4: 864}",possible_label_leakage
sepsis_label,int64,9957,0,0.0,2,0.0,1.0,0.0694,0.0,0.2541,93.1,"{0: 9266, 1: 691}",possible_label_leakage
