column,dtype,n_total,n_missing,missing_pct,n_unique,min,max,mean,median,std,pct_zero,top_values,flags
albumin_mean,float64,2530,0,0.0,332,6.0,57.4,35.3365,35.7,5.1671,0.0,"{35.7: 1023, 34.5: 15, 32.9: 15, 31.7: 15, 36.9: 14}",
albumin_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5996,1.0,0.4901,40.0,"{1: 1517, 0: 1013}",
albumin_first,float64,2530,0,0.0,312,6.0,57.4,35.3565,35.7,5.209,0.0,"{35.7: 1023, 31.7: 15, 32.9: 15, 34.5: 15, 39.6: 14}",
albumin_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5996,1.0,0.4901,40.0,"{1: 1517, 0: 1013}",
albumin_count,int64,2530,0,0.0,4,0.0,4.0,0.7411,1.0,0.7113,40.0,"{1: 1185, 0: 1013, 2: 319, 4: 13}",
crp_max,float64,2530,0,0.0,810,0.0,292.1,26.4871,14.0,35.2675,0.0,"{14.0: 654, 4.0: 110, 5.0: 72, 3.0: 68, 6.0: 58}",
crp_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7506,1.0,0.4328,24.9,"{1: 1899, 0: 631}",
crp_min,float64,2530,0,0.0,786,0.0,264.03,19.461,9.0,29.511,0.1,"{9.0: 671, 3.0: 152, 4.0: 148, 5.0: 96, 6.0: 59}",
crp_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7506,1.0,0.4328,24.9,"{1: 1899, 0: 631}",
crp_mean,float64,2530,0,0.0,932,0.0,264.03,23.0548,12.0,31.5275,0.0,"{12.0: 656, 4.0: 91, 3.0: 63, 5.0: 59, 6.0: 53}",
crp_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7506,1.0,0.4328,24.9,"{1: 1899, 0: 631}",
crp_first,float64,2530,0,0.0,806,0.0,292.1,20.5672,9.0,31.3283,0.1,"{9.0: 667, 4.0: 146, 3.0: 143, 5.0: 92, 6.0: 57}",
crp_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7506,1.0,0.4328,24.9,"{1: 1899, 0: 631}",
crp_count,int64,2530,0,0.0,6,0.0,5.0,1.1138,1.0,0.8373,24.9,"{1: 1089, 2: 717, 0: 631, 3: 80, 4: 10}",
ldh_max,float64,2530,0,0.0,752,6.0,18250.0,547.4972,368.0,952.7153,0.0,"{368.0: 988, 262.0: 14, 322.0: 9, 336.0: 8, 248.0: 8}",
ldh_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6111,1.0,0.4876,38.9,"{1: 1546, 0: 984}",
ldh_min,float64,2530,0,0.0,754,2.0,18250.0,511.1209,347.0,925.0256,0.0,"{347.0: 989, 262.0: 14, 322.0: 9, 221.0: 8, 241.0: 8}",
ldh_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6111,1.0,0.4876,38.9,"{1: 1546, 0: 984}",
ldh_mean,float64,2530,0,0.0,808,6.0,18250.0,528.3145,355.25,932.1337,0.0,"{355.25: 984, 262.0: 14, 241.0: 10, 244.0: 8, 302.0: 8}",
ldh_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6111,1.0,0.4876,38.9,"{1: 1546, 0: 984}",
ldh_first,float64,2530,0,0.0,758,2.0,18250.0,537.217,362.0,947.7198,0.0,"{362.0: 989, 262.0: 14, 322.0: 10, 336.0: 8, 248.0: 8}",
ldh_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6111,1.0,0.4876,38.9,"{1: 1546, 0: 984}",
ldh_count,int64,2530,0,0.0,6,0.0,6.0,0.8059,1.0,0.7983,38.9,"{1: 1120, 0: 984, 2: 395, 4: 24, 6: 4}",
urea_max,float64,2530,0,0.0,742,0.09,82.0,4.4332,3.57,4.6914,0.0,"{3.57: 714, 3.6: 14, 3.4: 13, 2.7: 12, 3.2: 12}",
urea_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7213,1.0,0.4484,27.9,"{1: 1825, 0: 705}",
urea_min,float64,2530,0,0.0,726,0.09,73.79,4.2158,3.4,4.288,0.0,"{3.4: 717, 3.1: 13, 1.3: 13, 2.3: 12, 2.7: 11}",
urea_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7213,1.0,0.4484,27.9,"{1: 1825, 0: 705}",
urea_mean,float64,2530,0,0.0,827,0.09,76.7,4.3326,3.5,4.4877,0.0,"{3.5: 711, 3.2: 13, 2.3: 12, 3.4: 12, 1.3: 11}",
urea_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7213,1.0,0.4484,27.9,"{1: 1825, 0: 705}",
urea_first,float64,2530,0,0.0,733,0.09,82.0,4.3437,3.51,4.5917,0.0,"{3.51: 709, 3.6: 13, 3.4: 12, 2.7: 12, 2.3: 12}",
urea_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7213,1.0,0.4484,27.9,"{1: 1825, 0: 705}",
urea_count,int64,2530,0,0.0,8,0.0,7.0,0.9561,1.0,0.8126,27.9,"{1: 1371, 0: 705, 2: 347, 3: 85, 4: 14}",
uric_acid_max,float64,2530,0,0.0,746,36.0,1937.0,288.9134,260.0,155.4261,0.0,"{260.0: 1024, 217.0: 10, 262.0: 9, 214.0: 9, 204.0: 9}",possible_id_column
uric_acid_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5992,1.0,0.4902,40.1,"{1: 1516, 0: 1014}",possible_id_column
uric_acid_min,float64,2530,0,0.0,744,36.0,1937.0,286.9136,258.45,154.7077,0.0,"{258.45: 1014, 217.0: 11, 214.0: 9, 260.0: 9, 262.0: 9}",possible_id_column
uric_acid_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5992,1.0,0.4902,40.1,"{1: 1516, 0: 1014}",possible_id_column
uric_acid_mean,float64,2530,0,0.0,762,36.0,1937.0,287.8233,259.0,154.9012,0.0,"{259.0: 1018, 217.0: 10, 214.0: 10, 260.0: 9, 262.0: 9}",possible_id_column
uric_acid_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5992,1.0,0.4902,40.1,"{1: 1516, 0: 1014}",possible_id_column
uric_acid_first,float64,2530,0,0.0,746,36.0,1937.0,287.8975,259.0,155.249,0.0,"{259.0: 1018, 217.0: 11, 260.0: 9, 262.0: 9, 204.0: 9}",possible_id_column
uric_acid_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.5992,1.0,0.4902,40.1,"{1: 1516, 0: 1014}",possible_id_column
uric_acid_count,int64,2530,0,0.0,4,0.0,4.0,0.7399,1.0,0.7106,40.1,"{1: 1186, 0: 1014, 2: 317, 4: 13}",possible_id_column
ck_max,float64,2530,0,0.0,664,0.0,132983.0,436.3593,149.0,3347.4871,0.2,"{149.0: 995, 37.0: 13, 36.0: 13, 47.0: 12, 103.0: 11}",
ck_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6083,1.0,0.4882,39.2,"{1: 1539, 0: 991}",
ck_min,float64,2530,0,0.0,644,0.0,132983.0,399.8304,137.0,3292.0829,0.4,"{137.0: 995, 1.0: 20, 3.0: 18, 36.0: 13, 51.0: 13}",
ck_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6083,1.0,0.4882,39.2,"{1: 1539, 0: 991}",
ck_mean,float64,2530,0,0.0,710,0.0,132983.0,418.8957,145.0,3305.2627,0.2,"{145.0: 999, 37.0: 13, 51.0: 12, 36.0: 12, 63.0: 11}",
ck_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6083,1.0,0.4882,39.2,"{1: 1539, 0: 991}",
ck_first,float64,2530,0,0.0,657,0.0,132983.0,429.5134,145.0,3347.496,0.3,"{145.0: 999, 36.0: 13, 37.0: 13, 41.0: 12, 51.0: 12}",
ck_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6083,1.0,0.4882,39.2,"{1: 1539, 0: 991}",
ck_count,int64,2530,0,0.0,6,0.0,6.0,0.7972,1.0,0.7856,39.2,"{1: 1119, 0: 991, 2: 393, 4: 22, 6: 3}",
spo2_max,float64,2530,0,0.0,14,75.0,100.0,99.832,100.0,0.9614,0.0,"{100.0: 2382, 98.0: 57, 99.0: 40, 97.0: 16, 95.0: 13}",
spo2_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.234,0.0,0.4235,76.6,"{0: 1938, 1: 592}",
spo2_min,float64,2530,0,0.0,19,75.0,100.0,99.664,100.0,1.4458,0.0,"{100.0: 2260, 98.0: 102, 99.0: 64, 97.0: 31, 95.0: 28}",
spo2_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.234,0.0,0.4235,76.6,"{0: 1938, 1: 592}",
spo2_mean,float64,2530,0,0.0,62,75.0,100.0,99.7608,100.0,1.0551,0.0,"{100.0: 2260, 98.0: 52, 99.0: 47, 99.3333: 20, 97.0: 20}",
spo2_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.234,0.0,0.4235,76.6,"{0: 1938, 1: 592}",
spo2_first,float64,2530,0,0.0,16,75.0,100.0,99.7767,100.0,1.1634,0.0,"{100.0: 2350, 98.0: 65, 99.0: 42, 97.0: 24, 95.0: 18}",
spo2_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.234,0.0,0.4235,76.6,"{0: 1938, 1: 592}",
spo2_count,int64,2530,0,0.0,19,0.0,31.0,0.5538,0.0,1.7539,76.6,"{0: 1938, 1: 332, 3: 99, 2: 91, 4: 15}",
systolic_bp_max,float64,2530,0,0.0,112,35.0,216.0,101.5304,102.0,13.7898,0.0,"{102.0: 1709, 120.0: 24, 106.0: 21, 112.0: 19, 101.0: 17}",
systolic_bp_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3312,0.0,0.4707,66.9,"{0: 1692, 1: 838}",
systolic_bp_min,float64,2530,0,0.0,109,31.0,163.0,95.6439,96.0,12.677,0.0,"{96.0: 1715, 105.0: 24, 102.0: 23, 100.0: 21, 89.0: 20}",
systolic_bp_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3312,0.0,0.4707,66.9,"{0: 1692, 1: 838}",
systolic_bp_mean,float64,2530,0,0.0,222,35.0,168.0,99.6602,100.6667,12.8785,0.0,"{100.6667: 1694, 106.0: 22, 101.0: 19, 102.0: 17, 120.0: 14}",
systolic_bp_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3312,0.0,0.4707,66.9,"{0: 1692, 1: 838}",
systolic_bp_first,float64,2530,0,0.0,113,35.0,216.0,100.2937,101.0,13.9493,0.0,"{101.0: 1710, 120.0: 22, 106.0: 20, 105.0: 18, 89.0: 16}",
systolic_bp_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3312,0.0,0.4707,66.9,"{0: 1692, 1: 838}",
systolic_bp_count,int64,2530,0,0.0,10,0.0,14.0,0.5486,0.0,0.9963,66.9,"{0: 1692, 1: 494, 2: 207, 3: 107, 4: 15}",
diastolic_bp_max,float64,2530,0,0.0,90,16.0,122.0,61.0486,61.0,10.1277,0.0,"{61.0: 1707, 58.0: 30, 68.0: 25, 65.0: 23, 63.0: 22}",
diastolic_bp_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
diastolic_bp_min,float64,2530,0,0.0,83,16.0,108.0,56.0447,56.0,9.299,0.0,"{56.0: 1724, 54.0: 28, 58.0: 25, 50.0: 25, 65.0: 24}",
diastolic_bp_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
diastolic_bp_mean,float64,2530,0,0.0,195,16.0,108.0,58.5024,58.5,9.3265,0.0,"{58.5: 1695, 56.0: 24, 54.0: 21, 58.0: 17, 63.0: 17}",
diastolic_bp_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
diastolic_bp_first,float64,2530,0,0.0,89,16.0,122.0,59.181,59.0,10.1793,0.0,"{59.0: 1708, 58.0: 27, 70.0: 24, 68.0: 22, 63.0: 22}",
diastolic_bp_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
diastolic_bp_count,int64,2530,0,0.0,10,0.0,14.0,0.5482,0.0,0.9964,66.9,"{0: 1693, 1: 493, 2: 207, 3: 107, 4: 15}",
heart_rate_max,float64,2530,0,0.0,111,56.0,222.0,144.9439,146.0,14.2897,0.0,"{146.0: 1644, 148.0: 36, 160.0: 35, 152.0: 34, 140.0: 33}",
heart_rate_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3593,0.0,0.4799,64.1,"{0: 1621, 1: 909}",
heart_rate_min,float64,2530,0,0.0,114,50.0,198.0,119.1213,120.0,15.2312,0.0,"{120.0: 1649, 124.0: 34, 130.0: 33, 126.0: 26, 140.0: 26}",
heart_rate_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3593,0.0,0.4799,64.1,"{0: 1621, 1: 909}",
heart_rate_mean,float64,2530,0,0.0,474,56.0,204.3333,131.3858,132.3333,13.4585,0.0,"{132.3333: 1626, 140.0: 26, 130.0: 20, 136.0: 19, 152.0: 13}",
heart_rate_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3593,0.0,0.4799,64.1,"{0: 1621, 1: 909}",
heart_rate_first,float64,2530,0,0.0,119,56.0,216.0,133.1186,134.0,15.4455,0.0,"{134.0: 1641, 140.0: 38, 130.0: 32, 120.0: 28, 138.0: 26}",
heart_rate_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3593,0.0,0.4799,64.1,"{0: 1621, 1: 909}",
heart_rate_count,int64,2530,0,0.0,9,0.0,8.0,1.5609,0.0,2.5317,64.1,"{0: 1621, 6: 282, 1: 242, 7: 166, 5: 101}",
resp_rate_max,float64,2530,0,0.0,51,16.0,98.0,37.053,36.0,7.8474,0.0,"{36.0: 1536, 30.0: 123, 54.0: 69, 32.0: 63, 52.0: 63}",
resp_rate_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4075,0.0,0.4915,59.2,"{0: 1499, 1: 1031}",
resp_rate_min,float64,2530,0,0.0,42,10.0,64.0,29.0601,28.0,7.4293,0.0,"{28.0: 1550, 20.0: 115, 30.0: 111, 24.0: 87, 22.0: 69}",
resp_rate_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4075,0.0,0.4915,59.2,"{0: 1499, 1: 1031}",
resp_rate_mean,float64,2530,0,0.0,383,16.0,76.2857,32.2129,30.6667,7.4853,0.0,"{30.6667: 1502, 30.0: 42, 24.0: 32, 52.0: 27, 28.0: 26}",
resp_rate_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4075,0.0,0.4915,59.2,"{0: 1499, 1: 1031}",
resp_rate_first,float64,2530,0,0.0,45,12.0,86.0,31.7794,30.0,7.7859,0.0,"{30.0: 1701, 28.0: 71, 24.0: 57, 26.0: 52, 20.0: 48}",
resp_rate_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4075,0.0,0.4915,59.2,"{0: 1499, 1: 1031}",
resp_rate_count,int64,2530,0,0.0,23,0.0,31.0,1.9814,0.0,3.1887,59.2,"{0: 1499, 6: 226, 1: 216, 7: 171, 2: 122}",
temperature_max,float64,2530,0,0.0,60,32.5,42.0,37.2531,37.2,0.5205,0.0,"{37.2: 1575, 37.0: 97, 37.1: 68, 36.9: 62, 37.5: 61}",
temperature_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4103,0.0,0.492,59.0,"{0: 1492, 1: 1038}",
temperature_min,float64,2530,0,0.0,63,30.9,39.4,36.2944,36.3,0.6052,0.0,"{36.3: 1549, 36.0: 147, 36.5: 71, 36.1: 56, 36.8: 52}",
temperature_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4103,0.0,0.492,59.0,"{0: 1492, 1: 1038}",
temperature_mean,float64,2530,0,0.0,338,31.4833,40.6125,36.8496,36.8333,0.4573,0.0,"{36.8333: 1499, 36.8: 42, 36.9: 36, 36.7: 35, 36.6: 32}",
temperature_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4103,0.0,0.492,59.0,"{0: 1492, 1: 1038}",
temperature_first,float64,2530,0,0.0,65,32.2,41.2,36.5815,36.6,0.6289,0.0,"{36.6: 1534, 36.0: 103, 36.5: 63, 37.0: 59, 36.8: 54}",
temperature_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.4103,0.0,0.492,59.0,"{0: 1492, 1: 1038}",
temperature_count,int64,2530,0,0.0,18,0.0,21.0,1.881,0.0,2.867,59.0,"{0: 1492, 6: 222, 1: 219, 7: 183, 2: 129}",
map_max,float64,2530,0,0.0,228,23.0,144.7,74.5078,74.7,10.9459,0.0,"{74.7: 1698, 73.0: 12, 67.3: 10, 84.7: 10, 78.7: 9}",
map_max_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
map_min,float64,2530,0,0.0,219,23.0,116.0,69.754,70.0,10.059,0.0,"{70.0: 1705, 73.0: 13, 71.3: 11, 76.7: 11, 63.3: 10}",
map_min_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
map_mean,float64,2530,0,0.0,431,23.0,120.65,72.5225,73.0,10.1535,0.0,"{73.0: 1704, 70.0: 9, 63.3: 7, 67.3: 7, 76.7: 7}",
map_mean_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
map_first,float64,2530,0,0.0,229,23.0,144.7,73.3572,73.7,11.0544,0.0,"{73.7: 1700, 73.0: 14, 67.3: 10, 74.0: 9, 84.7: 9}",
map_first_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3308,0.0,0.4706,66.9,"{0: 1693, 1: 837}",
map_count,int64,2530,0,0.0,10,0.0,14.0,0.5482,0.0,0.9964,66.9,"{0: 1693, 1: 493, 2: 207, 3: 107, 4: 15}",
shock_index,float64,2530,0,0.0,645,0.4628,4.3429,1.3191,1.2812,0.2957,0.0,"{1.2812: 1870, 1.3975: 2, 1.1667: 2, 1.2778: 2, 0.9623: 2}",
shock_index_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.2613,0.0,0.4394,73.9,"{0: 1869, 1: 661}",
lactate_trend,float64,2530,0,0.0,166,-22.2,24.7,-0.4434,-0.3,2.3334,3.5,"{-0.3: 557, -0.4: 92, 0.1: 89, 0.0: 88, -0.2: 81}",
platelets_trend,float64,2530,0,0.0,421,-637.0,729.0,-0.5123,0.0,84.9715,33.6,"{0.0: 850, -14.0: 19, 9.0: 18, 8.0: 18, 2.0: 17}",
platelets_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.67,1.0,0.4703,33.0,"{1: 1695, 0: 835}",
creatinine_trend,float64,2530,0,0.0,162,-7.5566,19.3552,0.0218,0.0,0.4454,83.4,"{0.0: 2111, 0.1697: 14, 0.0113: 13, 0.2036: 13, 0.0339: 11}",
creatinine_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.2458,0.0,0.4307,75.4,"{0: 1908, 1: 622}",
bilirubin_trend,float64,2530,0,0.0,273,-10.7602,11.6374,0.0725,0.0,0.7937,82.3,"{0.0: 2081, 0.1754: 11, 0.4678: 8, 0.0585: 8, 0.5263: 7}",
bilirubin_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.2759,0.0,0.447,72.4,"{0: 1832, 1: 698}",
inr_trend,float64,2530,0,0.0,128,-15.47,4.66,-0.068,-0.04,0.4503,1.1,"{-0.04: 1971, 0.0: 27, -0.05: 22, 0.01: 22, 0.04: 22}",
inr_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.2265,0.0,0.4186,77.4,"{0: 1957, 1: 573}",
wbc_trend,float64,2530,0,0.0,1154,-43.34,75.74,1.1827,0.96,5.4829,0.1,"{0.96: 840, 0.41: 6, 0.55: 6, 1.03: 6, -0.31: 5}",
wbc_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.6692,1.0,0.4706,33.1,"{1: 1693, 0: 837}",
hemoglobin_trend,float64,2530,0,0.0,534,-12.0,19.88,1.1624,-0.1,4.1055,1.7,"{-0.1: 156, -0.8: 54, -0.6: 52, -0.5: 48, -0.2: 48}",
glucose_trend,float64,2530,0,0.0,313,-741.6,826.2,-7.2468,-7.2,75.3289,1.4,"{-7.2: 609, -10.8: 37, 0.0: 35, -12.6: 35, -18.0: 34}",
glucose_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.7723,1.0,0.4194,22.8,"{1: 1954, 0: 576}",
ph_trend,float64,2530,0,0.0,488,-0.65,0.637,0.0513,0.044,0.1059,7.0,"{0.044: 299, 0.0: 176, 0.067: 16, 0.085: 15, 0.006: 15}",
base_excess_trend,float64,2530,0,0.0,243,-25.2,35.7,1.8832,1.2,4.1112,2.1,"{1.2: 88, -0.2: 59, 0.3: 55, -0.4: 54, 0.0: 52}",
sodium_trend,float64,2530,0,0.0,53,-32.0,46.0,-0.1822,-1.0,5.3634,6.6,"{-1.0: 672, -2.0: 193, 1.0: 178, -3.0: 178, 0.0: 167}",
potassium_trend,float64,2530,0,0.0,63,-6.9,5.3,0.0991,0.1,0.7379,4.8,"{0.1: 589, 0.3: 131, -0.2: 130, -0.1: 126, 0.2: 125}",
heart_rate_trend,float64,2530,0,0.0,119,-88.0,84.0,-2.3383,-2.0,12.8287,0.7,"{-2.0: 1884, 4.0: 23, 6.0: 22, -12.0: 19, 10.0: 17}",
heart_rate_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.2636,0.0,0.4407,73.6,"{0: 1863, 1: 667}",
resp_rate_trend,float64,2530,0,0.0,50,-30.0,28.0,0.098,0.0,4.5605,72.0,"{0.0: 1822, -2.0: 100, -4.0: 75, 2.0: 70, 4.0: 51}",
resp_rate_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3221,0.0,0.4674,67.8,"{0: 1715, 1: 815}",
temperature_trend,float64,2530,0,0.0,65,-5.8,4.1,0.5162,0.5,0.6113,1.4,"{0.5: 1748, 0.4: 44, 0.7: 37, 0.0: 36, 0.6: 36}",
temperature_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.3237,0.0,0.468,67.6,"{0: 1711, 1: 819}",
spo2_trend,float64,2530,0,0.0,13,-17.0,20.0,-0.0217,0.0,0.7691,95.3,"{0.0: 2410, -1.0: 38, -2.0: 36, 2.0: 11, 1.0: 8}",
spo2_trend_was_measured,int64,2530,0,0.0,2,0.0,1.0,0.1028,0.0,0.3037,89.7,"{0: 2270, 1: 260}",
hr_abnormal_for_age,int64,2530,0,0.0,2,0.0,1.0,0.0411,0.0,0.1986,95.9,"{0: 2426, 1: 104}",
rr_abnormal_for_age,int64,2530,0,0.0,2,0.0,1.0,0.0253,0.0,0.1571,97.5,"{0: 2466, 1: 64}",
sbp_abnormal_for_age,int64,2530,0,0.0,2,0.0,1.0,0.1443,0.0,0.3514,85.6,"{0: 2165, 1: 365}",
urine_output_total_ml,float64,2530,0,0.0,30,0.0,2980.0,5.2508,0.0,80.9589,98.7,"{0.0: 2496, 27.0: 3, 150.0: 3, 260.0: 2, 160.0: 1}",
urine_output_per_hour,float64,2530,0,0.0,34,0.0,264.89,0.4309,0.0,7.4239,98.7,"{0.0: 2496, 2.92: 2, 27.0: 1, 212.08: 1, 22.67: 1}",
fluid_input_total_ml,float64,2530,0,0.0,465,0.0,4830.0,142.7104,0.0,353.0082,76.0,"{0.0: 1923, 560.0: 5, 174.0: 4, 450.0: 4, 210.0: 4}",possible_id_column
fluid_balance_ml,float64,2530,0,0.0,485,-2980.0,4830.0,137.4596,0.0,362.3376,75.2,"{0.0: 1902, 560.0: 5, 174.0: 4, 450.0: 4, 210.0: 4}",possible_id_column
n_vasoactives_24h,int64,2530,0,0.0,7,0.0,6.0,0.5486,0.0,0.9362,62.7,"{0: 1587, 1: 721, 2: 94, 3: 57, 4: 55}",
vaso_dopamine,int64,2530,0,0.0,2,0.0,1.0,0.0893,0.0,0.2853,91.1,"{0: 2304, 1: 226}",
vaso_epinephrine,int64,2530,0,0.0,2,0.0,1.0,0.3233,0.0,0.4678,67.7,"{0: 1712, 1: 818}",
vaso_norepinephrine,int64,2530,0,0.0,2,0.0,1.0,0.0194,0.0,0.1378,98.1,"{0: 2481, 1: 49}",
vaso_vasopressin,int64,2530,0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,{0: 2530},constant_column|zero_variance
vaso_dobutamine,int64,2530,0,0.0,2,0.0,1.0,0.0538,0.0,0.2256,94.6,"{0: 2394, 1: 136}",
vaso_milrinone,int64,2530,0,0.0,2,0.0,1.0,0.0526,0.0,0.2232,94.7,"{0: 2397, 1: 133}",
n_antibiotics_24h,int64,2530,0,0.0,17,1.0,36.0,2.5565,2.0,2.0947,0.0,"{1: 863, 2: 793, 3: 370, 4: 210, 5: 94}",
n_cultures_24h,int64,2530,0,0.0,45,1.0,64.0,3.9043,2.0,6.6115,0.0,"{1: 1186, 3: 411, 2: 400, 4: 129, 5: 107}",
n_positive_cultures,int64,2530,0,0.0,46,0.0,63.0,2.5486,0.0,6.6685,63.1,"{0: 1597, 2: 338, 1: 181, 3: 118, 4: 32}",
suspected_infection,int64,2530,0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,{1: 2530},constant_column|zero_variance
symptom_fever,int64,2530,0,0.0,2,0.0,1.0,0.0146,0.0,0.1201,98.5,"{0: 2493, 1: 37}",
symptom_cough,int64,2530,0,0.0,2,0.0,1.0,0.0206,0.0,0.1419,97.9,"{0: 2478, 1: 52}",
symptom_rale,int64,2530,0,0.0,2,0.0,1.0,0.0051,0.0,0.0715,99.5,"{0: 2517, 1: 13}",
symptom_twitching,int64,2530,0,0.0,2,0.0,1.0,0.0032,0.0,0.0562,99.7,"{0: 2522, 1: 8}",
symptom_cyanosis,int64,2530,0,0.0,2,0.0,1.0,0.0036,0.0,0.0595,99.6,"{0: 2521, 1: 9}",
symptom_anhelation,int64,2530,0,0.0,2,0.0,1.0,0.0158,0.0,0.1248,98.4,"{0: 2490, 1: 40}",
symptom_listless,int64,2530,0,0.0,2,0.0,1.0,0.0119,0.0,0.1083,98.8,"{0: 2500, 1: 30}",
symptom_cool_extremities,int64,2530,0,0.0,2,0.0,1.0,0.0043,0.0,0.0658,99.6,"{0: 2519, 1: 11}",
symptom_warm_extremities,int64,2530,0,0.0,2,0.0,1.0,0.0016,0.0,0.0397,99.8,"{0: 2526, 1: 4}",
symptom_edema,int64,2530,0,0.0,2,0.0,1.0,0.0036,0.0,0.0595,99.6,"{0: 2521, 1: 9}",
symptom_hemorrhage,int64,2530,0,0.0,2,0.0,1.0,0.0055,0.0,0.0742,99.4,"{0: 2516, 1: 14}",
symptom_dysphoria,int64,2530,0,0.0,2,0.0,1.0,0.0004,0.0,0.0199,100.0,"{0: 2529, 1: 1}",
symptom_diarrhea,int64,2530,0,0.0,2,0.0,1.0,0.002,0.0,0.0444,99.8,"{0: 2525, 1: 5}",
symptom_skin_jaundice,int64,2530,0,0.0,2,0.0,1.0,0.0115,0.0,0.1065,98.9,"{0: 2501, 1: 29}",
symptom_arrhythmia,int64,2530,0,0.0,2,0.0,1.0,0.002,0.0,0.0444,99.8,"{0: 2525, 1: 5}",
symptom_vomiting,int64,2530,0,0.0,2,0.0,1.0,0.0162,0.0,0.1263,98.4,"{0: 2489, 1: 41}",
symptom_swelling,int64,2530,0,0.0,2,0.0,1.0,0.0024,0.0,0.0487,99.8,"{0: 2524, 1: 6}",
symptom_tenderness,int64,2530,0,0.0,2,0.0,1.0,0.0004,0.0,0.0199,100.0,"{0: 2529, 1: 1}",
